Name	PCB Decal	Part Type	Position X	Position Y	Rotation	Pins	SMD	Layer Name
R391	402	RES_STANDARD	1330	1320	180	2	Yes	TOP
RN1	RNS005	RNET_4SERIES	1220	2910	270	8	Yes	TOP
RN2	RNS005	RNET_4SERIES	1075	2875	180	8	Yes	TOP
RN3	RNS005	RNET_4SERIES	875	2875	0	8	Yes	TOP
RN4	RNS005	RNET_4SERIES	1455	2500	180	8	Yes	TOP
RN5	RNS005	RNET_4SERIES	1600	2500	180	8	Yes	TOP
RN6	RNS005	RNET_4SERIES	1710	2500	180	8	Yes	TOP
RN7	RNS005	RNET_4SERIES	1535	3695	0	8	Yes	BOTTOM
RN8	RNS005	RNET_4SERIES	2400	3075	270	8	Yes	TOP
RN9	RNS005	RNET_4SERIES	2400	3185	270	8	Yes	TOP
RN10	RNS005	RNET_4SERIES	2035	2500	180	8	Yes	TOP
RN11	RNS005	RNET_4SERIES	1935	2500	180	8	Yes	TOP
RN12	RNS005	RNET_4SERIES	1795	2500	180	8	Yes	TOP
RN13	RNS005	RNET_4SERIES	1305	2840	270	8	Yes	BOTTOM
RN14	RNS005	RNET_4SERIES	1405	3025	270	8	Yes	BOTTOM
RN15	RNS005	RNET_4SERIES	1405	3160	270	8	Yes	BOTTOM
RN16	RNS005	RNET_4SERIES	1405	3265	270	8	Yes	BOTTOM
RN17	RNS005	RNET_4SERIES	1720	3695	0	8	Yes	BOTTOM
RN18	RNS005	RNET_4SERIES	1625	3695	0	8	Yes	BOTTOM
RN19	RNS005	RNET_4SERIES	1305	2710	270	8	Yes	BOTTOM
RN20	RNS005	RNET_4SERIES	880	2455	0	8	Yes	BOTTOM
RN21	RNS005	RNET_4SERIES	1075	2455	0	8	Yes	BOTTOM
SJ1	NONE	MSC_SHORT_JUMPER	2340	-370	0	2	Yes	TOP
SJ3	NONE	MSC_SHORT_JUMPER	2015	-370	0	2	Yes	TOP
SJ4	NONE	MSC_SHORT_JUMPER	3300	-375	0	2	Yes	TOP
SJ5	NONE	MSC_SHORT_JUMPER	4580	-370	0	2	Yes	TOP
SJ6	NONE	MSC_SHORT_JUMPER	1640	-370	0	2	Yes	TOP
SJ7	NONE	MSC_SHORT_JUMPER	4250	-370	0	2	Yes	TOP
SJ8	NONE	MSC_SHORT_JUMPER	2730	-370	0	2	Yes	TOP
SJ9	NONE	MSC_SHORT_JUMPER	-140	2655	0	2	Yes	BOTTOM
SW1	SWT027	SW_ROTARY_3	25	1855	180	4	No	TOP
SW2	SWT020	SW_DIP2	685	5160	270	4	Yes	BOTTOM
SW3	SWT018	SW_DIP4	1445	4300	90	8	Yes	TOP
SW4	SWT017	SW_DIP6	3375	3295	90	12	Yes	TOP
SW5	SWT017	SW_DIP6	1125	755	90	12	Yes	TOP
SW10	SWT018	SW_DIP4	3970	6650	90	8	Yes	TOP
SW11	SWT024	SW_MOM_PB	4555	4610	0	4	Yes	TOP
SW12	SWT024	SW_MOM_PB	15	6005	0	4	Yes	TOP
SW13	SWT024	SW_MOM_PB	15	5720	0	4	Yes	TOP
SW14	SWT025	SW_ROTARY_EDGE	55	4855	90	11	No	TOP
SW15	SWT016	SW_DIP8	1040	2070	90	16	Yes	TOP
SW19	SWT018	SW_DIP4	75	5360	90	8	Yes	TOP
SW20	SWT016	SW_DIP8	520	1995	90	16	Yes	TOP
SW21	SWT020	SW_DIP2	520	1680	90	4	Yes	TOP
SW22	SWT017	SW_DIP6	4070	1335	180	12	Yes	BOTTOM
SW23	SWT017	SW_DIP6	4070	1770	0	12	Yes	BOTTOM
TP1	TP	MSC_TEST_POINT	2690	2625	0	1	No	TOP
TP2	TP	MSC_TEST_POINT	2496.25	4870	90	1	No	TOP
TP3	TP	MSC_TEST_POINT	1930	3875	90	1	No	TOP
TP4	TP	MSC_TEST_POINT	2035	2177.5	0	1	No	TOP
TP5	TP	MSC_TEST_POINT	1945	1385	0	1	No	TOP
TP6	TP	MSC_TEST_POINT	1395	3880	0	1	No	TOP
TP7	TP	MSC_TEST_POINT	1730	2115	0	1	No	TOP
TP8	TP	MSC_TEST_POINT	2755	3295	0	1	No	TOP
TP9	TP	MSC_TEST_POINT	2035	2320	0	1	No	TOP
TP10	TP	MSC_TEST_POINT	2555	2625	0	1	No	TOP
TP11	TP	MSC_TEST_POINT	2770	3395	0	1	No	TOP
TP12	TP	MSC_TEST_POINT	4290	6595	0	1	No	TOP
U1	ICS009	ICS_SSM2603	1135	1550	180	33	Yes	TOP
U2	LFCSP32	ICS_AD7266	3570	2820	0	33	Yes	TOP
U3	OSC008	OSC_CRYSTAL_SMT	2630	2800	90	4	Yes	TOP
U5	TFBGA63_80	PRG_M29W320DB	985	3105	90	63	Yes	TOP
U6	SOIC14	ICS_SN74XXX14	150	5690	90	14	Yes	BOTTOM
U7	MSOP10	ICS_AD5258	2900	3730	180	10	Yes	TOP
U8	SO-8	ICS_NDS8434A	3145	785	90	8	Yes	TOP
U9	SO8W	PRG_M25P80	1450	4555	270	9	Yes	TOP
U10	SSOP20	ICS_SN74XXX244	665	6550	90	20	Yes	BOTTOM
U11	SOT23-3	ICS_ADR550	1905	4175	270	3	Yes	TOP
U12	LQFP176_SOCKET	DSP_ADSPBF518F	1810	3085	270	183	No	TOP
U13	SOT23-5	ICS_SN74XXX1G00_1P8V	1405	4040	0	5	Yes	BOTTOM
U14	TSOP54	ICS_MT48LC32M16A2	770	2585	180	54	Yes	TOP
U16	FBGA169	ICS_MTFC2GDKDM	1765	1820	90	392	Yes	TOP
U19	OSC003	OSC_SMT_OE_POWER	2635	3050	270	4	Yes	TOP
U20	OSC003	OSC_SMT_OE_POWER	1570	1395	180	4	Yes	TOP
U21	SOIC16	ICS_ADM232AARN	3960	6590	0	16	Yes	BOTTOM
U22	SOIC8	ICS_ADM708AR	50	6080	270	8	Yes	BOTTOM
U23	SOT23-5	ICS_SN74XXX1G08	1565	4240	0	5	Yes	BOTTOM
U24	SOT23-5	ICS_SN74XXX1G08	1565	4435	0	5	Yes	BOTTOM
U25	SOT23-5	ICS_SN74XXX1G08	1565	4040	0	5	Yes	BOTTOM
U26	SOT23-5	ICS_SN74XXX1G08	40	6375	270	5	Yes	BOTTOM
U29	MSOP8	ICS_OPAMP	3200	2365	270	8	Yes	BOTTOM
U30	MSOP8	ICS_OPAMP	4190	2365	270	8	Yes	TOP
U31	MSOP8	ICS_OPAMP	3200	2365	270	8	Yes	TOP
U32	MSOP8	ICS_OPAMP	4190	2365	270	8	Yes	BOTTOM
U33	MSOP8	ICS_OPAMP	3695	2365	270	8	Yes	BOTTOM
U34	MSOP8	ICS_OPAMP	3695	2365	270	8	Yes	TOP
U35	LQFP48	ICS_DP83848	3745	3955	0	48	Yes	TOP
VR1	SOT23-6	ICS_ADP1864	3470	975	270	6	Yes	TOP
VR2	MSOP8	ICS_ADP1611	1930	4375	0	8	Yes	TOP
VR3	TSOT5	ICS_ADP1710	2565	4135	0	5	Yes	TOP
VR4	MSOP8	ICS_ADP1715_FIXED	2690	3495	270	8	Yes	TOP
VR5	MSOP8	ICS_ADP1715	2925	3155	180	8	Yes	TOP
VR6	MSOP8	ICS_ADP1611	2550	1460	0	8	Yes	TOP
W2	4A	MSC_COPPER	2105	1200	90	2	Yes	TOP
ZH7	MSC004AA	MSC_MOUNTING_HOLE	0	-290	0	1	No	TOP
ZH8	MSC004AA	MSC_MOUNTING_HOLE	0	6890	0	1	No	TOP
ZH10	MSC004AA	MSC_MOUNTING_HOLE	4600	-290	0	1	No	TOP
ZH11	MSC004AA	MSC_MOUNTING_HOLE	4600	6890	0	1	No	TOP
ZP1	IDC7X2_SMTA	CON_7X2	2450	3827.5	270	16	No	BOTTOM
ZU1	TSOC6	PRG_DA	2590	4315	0	6	Yes	BOTTOM
ZW1	PIPE_3_8	MSC_GLUE_DAM	2590	4315	0	1	Yes	BOTTOM

 Design Part count: 613								
